RESPONSE,LABEL
karena orang menghargai upaya pekerja untuk membuat pakaian tersebut,1
Karena itulah salah satu dari amal,1
karna dengan menyumbang nya kita bisa mendapatkan kembali barang yang lebih,0
Rasa empati akan kondisi produksi tempat tersebut.,1
karna menyumbang itu adalah hal positif dan mendapatkan amal ibadah,0
dikarenakan,0
karna meraka libih memilih pakaian yg beretika. tentang kondisi kerja disebuah pabrik pakaian,1
"karena mungkin menurut mereka, sesuai dengan harga dan kaus yang ia terima",1
karena di sumbangkan mendapat pahala di bandingkan di buang,0
"karena,dari pada membeli kaus putih seharga 2 Euro",0
karana menyumbang bisa membuat orang lain senang dan memdapatkan pahala,1
karena supaya pabrik kaus tersebut menjadi lebih bagus dan membuat produksi pakaian menjadi lebih beretika.,1
"Karena,sebuah mesin penjual di Berlin menawarkan kaus putih seharga 2 Euro (atau sekitar Rp30.000).",0
Mereka melihat kondisi pekerja di pabrik pakaian yang mengesankan dan kurang baik. Sehingga mereka lebih memilih untuk menyumbangkan uangnya untuk membuat produksi pakaian lebih beretika dibanding dengan membelinya yang akan malah membuat tanda setuju atau apresiasi dengan kondisi pekerja saat ini.,1
karena yang disumbangkan adalah pakaian yang sudah tak terpakai,0
karena lebih baik tangan diatas daripada tangan dibawah,0
karena menyumbangkan 2 Euro tersebut sebagai upayauntuk membuat produksi,0
